user_id,genres,año,playtime_forever
FriendshipwithJake,Adventure,2008,927.0
76561198041553031,Strategy,2011,1791.0
76561198089498479,Action,2015,1044.0
76561198045479668,Sports,2015,1735.0
76561198069066487,Casual,2012,911.0
76561198056677680,Free to Play,2014,6.0
justin1011,Action,2007,346.0
76561198091885821,Simulation,2014,1132.0
6060548,Massively Multiplayer,2015,262.0
76561198066912747,RPG,2013,591.0
EucHellscythe,Adventure,1997,582.0
tcase42,Action,2005,24.0
taokakamaraca,Massively Multiplayer,2011,5692.0
76561198083104626,Action,2008,1320.0
Kyuok,RPG,2011,12840.0
benzaza31,Simulation,2017,1300.0
the_abomination,Action,2004,514.0
76561198012631532,Adventure,2016,225.0
76561197996010453,RPG,2017,2877.0
gibbssi,Sports,2009,58.0
76561198086616058,Sports,2016,4054.0
76561198092084120,Adventure,2016,491.0
novastar868,Racing,2013,46.0
cheesehearer,Action,2016,71.0
76561198079428255,Indie,2014,83.0
76561198055620977,Action,2014,16569.0
76561198026461122,RPG,2012,1024.0
76561198084774840,Early Access,2014,21.0
76561198084286219,Action,2014,228.0
winterborn45,Strategy,2008,8254.0
shinsox,Simulation,2017,80.0
76561198044600100,Free to Play,2017,162.0
76561198074281507,Indie,2015,421.0
AyzeeHawk,Free to Play,2016,505.0
76561198056388500,Action,2012,997.0
Cloud437,Adventure,1997,96.0
76561198085240409,Indie,2017,1972.0
76561198027517536,Strategy,2003,60.0
76561198072914708,Sports,2012,1.0
TheCookiesDream,Utilities,2013,324.0
76561198061574008,Indie,2014,79.0
76561197968411887,Simulation,2008,1.0
metaldoorknob,Free to Play,2016,362.0
76561198014136515,Sports,2015,5639.0
76561198054590902,Free to Play,2011,149.0
76561198085158205,Adventure,2015,37131.0
76561197961648625,Simulation,2008,17117.0
iknowyoucanbe,Adventure,2013,442.0
76561198081594075,Strategy,2013,211.0
bobhork,Massively Multiplayer,2017,5562.0
76561198054015461,Action,2014,45.0
76561198029308407,Indie,2011,6394.0
spartan5040,Massively Multiplayer,2016,90.0
farsight87,Adventure,2011,413.0
76561198064668903,RPG,2013,320.0
76561198054736158,Massively Multiplayer,2011,1502.0
76561198100410316,Simulation,2015,253.0
76561198030659676,Early Access,2013,281.0
Wolf4341,Massively Multiplayer,2015,76.0
76561197982079779,Action,2012,1290.0
fuwakana,Massively Multiplayer,2016,1828.0
Vindraa,Adventure,2014,784.0
e45g4w4t,Free to Play,2017,2721.0
76561198064947769,Strategy,2008,7.0
76561198061207244,Massively Multiplayer,2014,180.0
76561197994184354,RPG,2007,185.0
76561198057391827,Action,2006,1.0
tak4n,RPG,2014,33.0
76561198085080390,Action,2016,7585.0
76561198039192872,Action,2005,80.0
10817,Indie,2012,97.0
killerhound53,Action,2014,16098.0
raydoto,Strategy,2013,1459.0
76561198030084558,Casual,2016,9.0
76561198079223196,Indie,2006,101.0
epicbumface,RPG,2015,3.0
76561198109642991,Action,2011,6409.0
76561198055819674,Adventure,2011,251.0
76561198086119658,Simulation,2016,390.0
76561198076659804,Massively Multiplayer,2015,1254.0
76561198067439927,Casual,2015,17799.0
008port,Strategy,2012,1067.0
76561198064629938,Indie,2017,302.0
76561197991072672,RPG,2008,2726.0
Dabeh,Sports,2015,934.0
Moba42,Action,2008,45.0
76561198090802401,Free to Play,2016,5479.0
corbinanderson94,Simulation,2008,91.0
76561198049268247,Casual,2014,97.0
76561198077181068,Strategy,2011,13.0
Stormaggen,Massively Multiplayer,2014,66.0
youagain,Action,2011,13515.0
76561198027517536,Action,2009,16491.0
76561198049383274,Free to Play,2012,4016.0
76561198006892239,Action,2008,215.0
76561198049488471,Indie,2016,56.0
2cq,RPG,2008,24.0
quarterflip,Sports,2014,483.0
76561198038901872,Strategy,2012,220.0
the012701,Action,2010,618.0
deagleone,Free to Play,2010,4851.0
76561198009097765,Massively Multiplayer,2013,327.0
76561198044206565,Free to Play,2006,52.0
DABLUICE,Massively Multiplayer,2013,1295.0
Eirpmav,Free to Play,2013,4312.0
walterlol,Action,2005,644.0
76561198060741130,Simulation,2014,21.0
76561198087023397,Design &amp; Illustration,2013,69.0
76561198079550488,Action,2006,206.0
theJasperTheCat,Simulation,2009,38.0
SpudLord,Design &amp; Illustration,2015,5.0
76561198061201808,Indie,2015,3.0
76561198001324869,RPG,2017,781.0
76561198072505216,Action,2012,3170.0
76561198102227860,Strategy,2015,364.0
quennoesthemaddog,Indie,2016,3132.0
2571,Early Access,2012,6.0
D_REX12,Indie,2014,1574.0
76561198017903548,Racing,2008,1.0
76561197988762135,RPG,2006,17.0
76561198048989256,Action,2005,1141.0
Ishrakiyun,Simulation,2016,1038.0
Orik306,Adventure,2017,4313.0
76561198069141744,Action,2005,1.0
76561198078668022,Free to Play,2010,70.0
SirDoober,Massively Multiplayer,2015,7559.0
76561198033173262,Adventure,1997,1.0
76561198118542277,Action,2017,509.0
lmercer2537,Adventure,2011,585.0
76561198053433219,RPG,2010,2139.0
76561198069499893,Free to Play,2015,10.0
76561198079762183,RPG,2011,59.0
Danzzzzfdfdz,Indie,2017,744.0
76561198053783795,Action,2015,10614.0
CastorTroyBaker,RPG,2011,277.0
76561198036349629,Action,2014,848.0
76561198059969805,Action,2015,340.0
76561198096443555,Casual,2015,1.0
76561198019568583,Indie,2011,5419.0
ppetrelli,Action,2013,1.0
lagachplays,Action,2010,1.0
76561198067833100,Action,2015,884.0
76561198115711323,Massively Multiplayer,2017,1510.0
76561198044948132,Action,2009,51.0
76561198008425128,RPG,2011,1845.0
Friendzilla,Simulation,2011,251.0
76561198081069153,Massively Multiplayer,2014,32.0
kingkate5,RPG,2015,5234.0
76561198057293640,Casual,2017,211.0
76561198074878327,Casual,2017,547.0
JosephBarrett,Action,2016,2057.0
76561198037859545,Simulation,2011,292.0
Pancakesandbacon,RPG,2014,10.0
76561198067939860,Adventure,2014,406.0
cyrus2233,Strategy,2009,235.0
76561198069256786,Simulation,2006,21006.0
nickisawesome,Indie,2015,1497.0
Warrfoxx,Casual,2009,109.0
76561198031998816,RPG,2005,288.0
76561198000443786,Action,2012,80056.0
therealdoogster,Adventure,2006,32.0
76561198087460290,Indie,2016,1151.0
LionBrito,Casual,2012,411.0
76561198041117565,Casual,2016,2301.0
Salus,Casual,2010,393.0
76561198082266976,Simulation,2012,686.0
76561198056228307,RPG,2008,756.0
76561198063439860,Action,2017,8764.0
76561198040378347,Massively Multiplayer,2015,8.0
benji2d,RPG,2012,20710.0
378366354,Indie,2017,6916.0
76561198073899610,Indie,2012,975.0
76561198097459000,Indie,2017,514.0
76561198057266983,Indie,2017,49.0
76561198065819328,Free to Play,2015,2608.0
76561198066525274,Simulation,2014,336.0
KingofGoats,Simulation,2012,710.0
jame_like,Action,2011,3344.0
Rupingu,Sports,2010,68.0
pusycrshr,Action,2003,248.0
Swat117,Action,2009,46370.0
76561198035580566,Strategy,2015,3.0
76561198067926857,Indie,2017,65.0
76561198164934819,Simulation,2006,6281.0
Blacky98,Action,2008,2569.0
76561198061570298,Adventure,2013,3469.0
76561198076683773,Adventure,2013,6527.0
KevosHiros,Indie,2008,498.0
76561198084466412,Action,2010,1275.0
76561198172394339,Simulation,2016,1665.0
telekinesticman,RPG,2008,704.0
mixadance,Design &amp; Illustration,2013,7.0
Runeraider,Indie,2013,9100.0
XSTruff,Adventure,2014,22238.0
76561198044023173,Early Access,2016,181.0
BruteTartarus66,Action,2016,204.0
tratandodevolveraljuego,RPG,2011,749.0
antoniocacciamani,Adventure,2011,2669.0
a4fg44as54g,Action,2009,1356.0
drcripple,Indie,2017,163.0
76561198042452592,Action,2013,393.0
darned1001,Action,2007,1359.0
76561198057802169,Adventure,2012,513.0
ZachariahDEGR,RPG,2014,1101.0
76561198044426967,Strategy,2007,532.0
737911,Massively Multiplayer,2010,507.0
lalalalalafic,Strategy,2014,142.0
OfficialGoatsmith,Free to Play,2017,7793.0
76561197964129564,Indie,2014,17.0
76561198086330220,Indie,2011,691.0
76561198092090602,Casual,2012,18.0
napoleoninrags,RPG,2017,87.0
76561198078666775,Adventure,2011,2884.0
Chellyyyyyy,Massively Multiplayer,2017,216.0
76561197990029377,Action,2010,30237.0
yougotblehed,RPG,2014,284.0
Corey12098,Free to Play,2012,331.0
76561198081043431,Action,2004,1889.0
76561198045183167,Simulation,2013,11018.0
76561197963638240,Indie,2015,1024.0
TMhun,Adventure,2010,121.0
76561198066918196,Action,2013,124.0
76561198084357690,Massively Multiplayer,2014,5.0
76561198048459138,RPG,2002,51.0
Kortecs,Simulation,2009,556.0
76561198031076485,RPG,2012,3480.0
76561198023643203,Simulation,2013,2257.0
spaceking,RPG,2010,687.0
76561198039434430,Adventure,2013,42.0
hentaisandysenpai,Early Access,2016,7908.0
judgefudge101,Strategy,2015,2640.0
ElWarpCH,Adventure,2017,10.0
76561198015276841,Action,2007,386.0
adangsup,Action,2017,5298.0
76561198045477012,Massively Multiplayer,2016,89.0
76561198077598332,Free to Play,2016,6.0
76561198069829336,Adventure,2016,244.0
76561198071899986,Strategy,2012,3042.0
jiumohoo,Action,2003,680.0
76561198098875303,Action,2017,177.0
millzonpillz,Web Publishing,2005,1342.0
The_Lord_of_the_Tacos,Action,2008,54.0
lagschwein,Indie,2013,3573.0
IceBlizzard36,Strategy,2010,3192.0
AMV72,Strategy,2009,572.0
Sir_Beansalot,Early Access,2014,92.0
dakotadreams,Action,2010,2245.0
76561198042491372,Strategy,2017,24.0
Ausben,Massively Multiplayer,2013,13434.0
LUK3Gaming,Free to Play,2011,130.0
slicer11221,Indie,2011,586.0
eroth,Indie,2012,2394.0
almondkung,Action,2010,439.0
joelolol,Free to Play,2012,1041.0
76561198067136187,RPG,2015,3702.0
76561198056254879,RPG,2015,3420.0
sovietbus,Simulation,2013,4557.0
76561198095056633,Adventure,2012,126.0
76561198062315156,Action,2010,6572.0
76561198096157669,Casual,2013,551.0
76561198102818877,Massively Multiplayer,2015,1076.0
76561198063132956,Action,2015,1161.0
Vitaou,Action,2010,8.0
76561198037038784,Strategy,2009,12496.0
jikefree,Adventure,2017,313.0
76561198077878552,RPG,2014,13.0
robustical,Adventure,2013,4060.0
12223536,RPG,2009,251.0
songsiem,Action,2004,14159.0
ConeJonnathan,Action,2013,6056.0
bobnomis,Adventure,2015,1933.0
76561198074108172,Massively Multiplayer,2015,361.0
76561198060814410,Free to Play,2012,2807.0
6teencarz,Adventure,2008,117.0
shamez195,Massively Multiplayer,2013,1725.0
bayu2175,Simulation,2017,1768.0
76561198050354722,Free to Play,2015,301.0
Africa13,Simulation,2013,3079.0
vagatarian2,Massively Multiplayer,2016,16.0
76561198071151878,Simulation,2014,61.0
hkspwr,Early Access,2013,373.0
76561198044412023,Action,2009,903.0
mitchbeattie177,Action,2013,2545.0
mhanlon8,Action,2011,6362.0
teletame,Indie,2008,42.0
ja1d,Free to Play,2016,7.0
76561198057459896,Action,1999,40.0
chillrend,Indie,2011,5542.0
b3nny_d_,Indie,2013,7200.0
iChuckRice,Free to Play,2014,97.0
Brunot,Casual,2012,1686.0
deviousbastard,Action,2010,139.0
76561198043631496,Casual,2017,477.0
rawrnerozero,Adventure,2016,662.0
Pjbear99,Adventure,2015,486.0
76561198059183428,Indie,2011,395.0
CoolasFcuk,Strategy,2012,152.0
Gumby32,Casual,2017,100.0
76561198075240178,Simulation,2014,6207.0
76561198071159917,Early Access,2016,347.0
76561198048339806,RPG,2013,45600.0
L33T4RCH,Casual,2016,3251.0
76561198015616565,Racing,2015,1240.0
mello21313,Strategy,2012,2892.0
76561198079717344,Adventure,2011,1764.0
76561198006904799,Action,2004,380.0
76561198086307661,Indie,2006,2169.0
76561197991787618,Free to Play,2017,1972.0
aethr,Adventure,2009,3152.0
76561198044969584,Simulation,2013,1100.0
kaseotone,RPG,2017,2084.0
zv_odd,Action,2012,25825.0
Justinkak,Simulation,2014,934.0
shashankkarthikeyan,Simulation,2002,210.0
whenshesuccubus,Casual,2017,77.0
76561198055515180,Action,2000,4.0
Karanoug,Adventure,2013,660.0
DannySummer666,Early Access,2013,8889.0
76561198061502870,Action,2005,272.0
76561198037888300,Simulation,2014,1296.0
76561198093825245,Free to Play,2015,160.0
tangking,RPG,2010,2454.0
76561198072448962,Adventure,2017,810.0
76561198134361291,Strategy,2013,1367.0
76561197996051141,RPG,2011,1263.0
76561198034291140,Massively Multiplayer,2012,502.0
theors,Massively Multiplayer,2011,17.0
Hallucifier,Free to Play,2015,1646.0
luigi881,Adventure,2011,8223.0
76561198065821181,Action,2004,3.0
saimon_baron,Action,2004,1999.0
AndyPandy44,Action,2004,25068.0
76561198026956683,Early Access,2016,28.0
76561198048496517,Casual,2017,17.0
Killerken676,Casual,2014,373.0
76561198078611451,Free to Play,2016,15.0
Shilor,RPG,2014,122.0
a_pile_of_lag,Casual,2016,17310.0
76561198038573915,Simulation,2010,184.0
Jeffvadere,Racing,2017,120.0
76561198055825196,Action,2016,249.0
KiffNado,Simulation,2013,554.0
76561198011498226,Action,2013,1677.0
76561198019970183,Racing,2014,3.0
TheKiwiTimeLord,RPG,2010,152.0
76561198017472201,Racing,2013,350.0
76561198066976180,Simulation,2013,2946.0
76561198064736339,Action,2006,438.0
r3dflex,Free to Play,2016,714.0
Outsider,Massively Multiplayer,2011,567.0
76561198066851794,Action,2009,2443.0
LakituLucas,Indie,2015,125.0
76561198040054040,Action,2009,3534.0
OfficialErchris,Free to Play,2011,1260.0
getf0kinn0sc0pedm9,Action,2010,399.0
76561198080348540,Action,2012,1164.0
76561198026058247,Casual,2010,242.0
BENZ_BENZ,Strategy,2017,27.0
RapistInABox,Action,2010,2229.0
blue76gaming,Adventure,2016,9274.0
insertdankmemes,Action,2014,2503.0
76561198080439635,Action,2017,3226.0
76561198064111719,Massively Multiplayer,2014,2102.0
Frapplebats,Web Publishing,2012,139.0
76561198061039000,Adventure,2013,1974.0
76561198073266564,RPG,2008,399.0
Bradstuffer,Action,1999,364.0
76561198041059722,Racing,2010,972.0
ParaChymp,RPG,2010,8513.0
76561198096022564,Simulation,2006,6852.0
76561198095920137,Sports,2014,2.0
HuskyWaffle,Indie,2012,2188.0
76561198028072716,RPG,2010,1015.0
Boahwaji,Simulation,2015,1055.0
76561198103358849,Adventure,2015,54.0
imapiraet,Free to Play,2011,125.0
itsthenutshackitsthenutshack,Action,2016,2566.0
ughok,Simulation,2012,280.0
76561198077893965,Indie,2010,562.0
76561198051832246,Indie,2016,20.0
76561198019662432,Adventure,2014,113.0
76561198069798488,Simulation,2010,7181.0
76561198011333937,Adventure,2017,7482.0
76561198056822819,Simulation,2013,209.0
76561198061981193,Free to Play,2014,505.0
76561197963206623,Adventure,2011,1192.0
Mersphire,RPG,2014,1345.0
76561198038603588,Action,2014,2649.0
PLASTOSPLEEN,Indie,2006,5837.0
76561198082129284,Casual,2016,636.0
Ruinedunation,Simulation,2014,448.0
76561198094184873,Adventure,2011,1304.0
76561198049714168,Strategy,2003,204.0
76561198165711232,Action,2017,3652.0
TheJuanAnd0nly,Adventure,2011,82.0
Duchvelka,Simulation,2013,116800.0
76561198091626032,Indie,2006,2351.0
A7W3D,Strategy,2015,1297.0
76561198009597137,RPG,2010,8499.0
76561198046818156,Massively Multiplayer,2014,68.0
76561198025291541,Strategy,2013,427.0
76561197970643572,Simulation,2006,73.0
bbl4d352,Strategy,2013,15569.0
texasranger95,Action,2014,179.0
76561198081923658,Action,2014,3465.0
_itsbf3_,Indie,2016,893.0
76561198052369411,Racing,2015,20.0
76561198048910181,Strategy,2015,17.0
76561198108226847,Early Access,2015,107.0
zv_odd,Casual,2007,24.0
76561198104538793,Adventure,2017,179.0
76561198066291680,RPG,2016,588.0
76561197998613113,Action,2010,5237.0
76561198073245886,Action,2011,13387.0
rowjack1993,Action,2014,2983.0
76561198087930289,Strategy,2015,205.0
76561198065733775,Action,2007,31.0
76561198008721949,RPG,2011,507.0
76561198080212791,Action,2009,4614.0
bhim_a_saurus,Casual,2017,404.0
76561198043605549,Strategy,2013,24041.0
DevishTheOneAndOnly,Strategy,2011,23.0
TomBlack,Strategy,2015,621.0
darainthebanana,Free to Play,2017,485.0
flame1312,Strategy,2012,136.0
Newjuls,Casual,2014,626.0
hippityhotdog,Action,2004,787.0
76561198023971448,Strategy,2009,9787.0
zeldafan57,Adventure,2017,622.0
76561198073564394,Free to Play,2015,72.0
apotatodealer,Indie,2003,188.0
76561198051976220,Action,2012,1101.0
76561198048493945,Indie,2013,4.0
Ninghum,Adventure,2014,690.0
AzzX,Action,2008,7005.0
76561198070327690,Simulation,2006,213.0
PyroCreed,Indie,2016,128.0
76561198055775427,Simulation,2006,13642.0
SFort,Action,2004,3154.0
76561198042951266,Simulation,2014,99.0
76561198088890825,Casual,2011,12.0
KSMRazer,Indie,2011,5535.0
76561198003315506,Simulation,2015,561.0
76561198046786540,Indie,2006,413.0
76561198078462593,RPG,2017,540.0
terence18298,Adventure,2012,556.0
NathanielPeace,Action,2016,6337.0
76561198019596100,Indie,2004,6.0
jacobissick,Strategy,2009,19.0
76561198094681378,RPG,2014,79.0
gab0o0,Indie,2010,42.0
NightlyDawn,Adventure,2011,53003.0
isaacredfist,RPG,2015,826.0
EpsiloN22,Massively Multiplayer,2015,1488.0
kinshu,Action,2006,43.0
76561198050776986,Action,2017,51.0
76561198008783917,RPG,2012,34722.0
76561198062303328,Action,2006,11.0
76561198014625793,Adventure,2010,75.0
76561198077512994,Strategy,2012,21.0
Zeriot,Indie,2006,9300.0
76561198077494140,Massively Multiplayer,2009,384.0
76561198067913619,Action,2013,3657.0
MedievalMagik,Action,2015,3316.0
76561198070578421,Free to Play,2015,5011.0
Battleredwing,Free to Play,2016,3560.0
aceshot5,Action,2017,231.0
___XxButtHolexX___,Indie,2016,5556.0
TheTriggured,Free to Play,2014,9407.0
marianoborges,Action,2005,32.0
76561198056420811,Indie,2015,280.0
76561198086587534,Action,2011,498.0
lovemeat,Action,2011,1958.0
343574890,Massively Multiplayer,2014,69.0
Ettannis,Casual,2013,423.0
Bbrash,Indie,2003,236.0
dickmonster95,Indie,2012,4.0
76561198062490293,Simulation,2015,1578.0
BANIIIIIIIIK,Action,2010,1436.0
platypusdude23,Action,2017,673.0
BeKin,Free to Play,2013,19649.0
76561198001131929,Strategy,2012,80.0
76561198084441162,Action,2014,5194.0
76561198058939057,Casual,2013,1280.0
iinverno,Action,2012,12098.0
Cybs,Massively Multiplayer,2015,130.0
DeathnoteM,Early Access,2015,2368.0
ghoules,Action,2017,793.0
smotic,Simulation,2006,69.0
Swag_Lord,Racing,2013,6988.0
76561198035621186,Strategy,2011,53.0
choloktheman,Free to Play,2012,285.0
BlueYuY,Free to Play,2014,76.0
magusluxbane,RPG,2014,1181.0
ghoulneox,Simulation,2006,1508.0
brickfacecannon,Adventure,2011,2344.0
76561198081022400,Adventure,2010,10.0
steamconan,Adventure,2014,99.0
76561198000791529,Sports,2011,161.0
dogapp,Casual,2008,516.0
76561198116995921,Adventure,2015,3243.0
76561198047274678,Strategy,2008,1826.0
76561198069037365,Sports,2013,18.0
76561198034516299,Action,2011,13154.0
76561198060938850,Action,2012,3554.0
drc127,Early Access,2015,346.0
Gizmo435,Strategy,2012,533.0
76561198088107620,Strategy,2017,172.0
76561198073942894,Free to Play,2012,451.0
76561198084179882,Action,2014,2796.0
protatoSTALKER,Indie,2009,67.0
76561198051272874,Indie,2006,5774.0
wolfoshooter,Free to Play,2011,9573.0
76561198028889602,Web Publishing,2012,11369.0
76561197976806997,RPG,2011,5.0
76561198037662316,Action,2005,304.0
Lavateinn,Action,2015,326.0
76561198029996075,Massively Multiplayer,2009,2908.0
kmcoole,Free to Play,2017,737.0
Hugh-Mungus,Strategy,2011,47.0
76561198069213966,Strategy,2014,39.0
davidjgriffith,RPG,2012,13982.0
gingerninjaV2,Massively Multiplayer,2015,82.0
danebuchanan,Action,2009,226.0
eddy96,Action,2012,8938.0
76561198045431856,Massively Multiplayer,2015,229.0
homemrosa,Action,2009,2271.0
824533041,Action,1994,6.0
76561198058550517,Action,2009,530.0
SuchGayMuchWow,Adventure,2013,1484.0
itss_ur_boi_,Sports,2013,117.0
fabiopotato,Free to Play,2016,10.0
76561198078827478,RPG,2014,1277.0
GrotesqueGOD,Action,1999,293.0
76561198003094896,Free to Play,2016,224.0
76561198098508772,Action,2006,22.0
76561198086648566,Free to Play,2012,29.0
76561198028923845,Sports,2015,7714.0
gangstapimpplaya,Indie,2016,14711.0
76561198088155821,Free to Play,2012,19443.0
76561198094840569,Racing,2015,517.0
masterj39,Action,1999,289.0
turtles101,Sports,2015,6359.0
76561198048579527,RPG,2014,336.0
76561198031480846,Simulation,2013,10737.0
76561198081448380,Indie,2013,386.0
spravsnarff,RPG,2013,290.0
76561198048396795,Simulation,2013,10.0
76561198067683121,Indie,2006,4341.0
FlameOfNagashi,Simulation,2014,316.0
76561198001741378,Action,2009,54879.0
76561198057254095,Free to Play,2012,15.0
76561198008150212,Adventure,2012,333.0
76561198071097057,Free to Play,2014,56.0
starkbrr,Free to Play,2009,13.0
76561198098127472,Action,2012,483.0
Ands15,Strategy,2011,42.0
76561198085888138,Action,2015,9339.0
76561198050590067,Action,2014,1913.0
76561198093083895,Free to Play,2015,689.0
76561198040025876,Free to Play,2017,86.0
76561198094573912,Strategy,2013,164.0
76561198090924240,Indie,2014,5600.0
kyswithbleach,Free to Play,2003,327.0
76561198056700959,Action,2010,1509.0
plutopass,Casual,2015,245.0
mexicanman221,Action,2010,3.0
76561198094437143,Action,2015,11560.0
76561198057309239,Action,2011,12158.0
76561198127284002,Indie,2006,39255.0
MY3K,Strategy,2006,1558.0
76561198096694241,Adventure,2009,221.0
76561198131841535,Free to Play,2006,45.0
kaede,Casual,2010,4160.0
76561198071906517,Action,2009,1271.0
76561198074796419,Simulation,2011,1863.0
awpsum,Adventure,2003,524.0
76561198064967320,Adventure,2009,36.0
76561198032745004,RPG,2012,12793.0
76561198066007298,Strategy,2014,137.0
76561198097905198,Massively Multiplayer,2017,297.0
76561198062481575,Indie,2009,182.0
76561198073411863,Action,2008,724.0
76561198060122780,Casual,2010,20.0
76561198071534780,Free to Play,2013,181.0
yotuic,Adventure,2015,897.0
Archangel768,Adventure,2013,923.0
penilsky,Simulation,2016,1267.0
76561198084203420,Strategy,2012,308.0
meemoe8,Indie,2012,4518.0
Canda,Indie,2006,4198.0
76561198068913722,Action,2017,531.0
morescca,Indie,1988,14.0
hammybabes,Action,2011,485.0
76561198072850898,Action,2013,20.0
76561198057369211,RPG,2010,445.0
PedroFranja,Action,2010,72.0
BRUTEMILK,Strategy,2015,135.0
oliverleowner,Free to Play,2012,851.0
thezypher,Indie,2010,47.0
76561198041243029,Simulation,2013,348.0
Tomohawk09,Sports,2013,221.0
ayanpruggerBR,Casual,2014,51.0
Nemata,Massively Multiplayer,2014,142.0
apietox,RPG,2006,136.0
alexnamikaze,Racing,2015,493.0
76561198046865931,Indie,2016,720.0
Smeegan,Sports,2014,406.0
GhandiSikh,Strategy,2011,4492.0
PeterHua,Action,2013,305.0
headphoneactortk,Adventure,2013,3.0
76561198107608338,Strategy,2013,1236.0
76561198084158844,Adventure,2015,102.0
76561198062630071,Simulation,2011,1133.0
johnnysydney,Adventure,2017,190.0
76561198084357690,RPG,2013,146.0
TehMev,Casual,2017,5.0
instinctranger,Massively Multiplayer,2017,1742.0
76561198041777536,Action,2013,2306.0
76561198087661712,Action,2017,222.0
76561197975995833,Adventure,2011,877.0
Soviet_Steve,Action,2006,8.0
dylan1234,Action,2011,2181.0
beedlybeep,Strategy,2012,1398.0
Tesps,Action,2016,70.0
76561198004201454,Action,2006,72.0
76561198046589082,Action,2010,503.0
76561198026714403,Action,1997,1.0
76561198044366147,Indie,2014,167.0
Aidosteezy,Massively Multiplayer,2014,1530.0
DeadCyngus,Casual,2011,35.0
slynn1,Indie,2010,88.0
76561198050629816,RPG,2012,5026.0
76561198084394188,Adventure,2012,193.0
76561198016599173,Adventure,2010,1.0
76561198056429344,Simulation,2013,526.0
mendicant_bias,Sports,2015,9954.0
99089908,Indie,2008,48.0
76561198076888341,Massively Multiplayer,2014,22.0
blaflum_lum,RPG,2010,195.0
76561198057253097,Adventure,2015,179045.0
76561198066779565,Early Access,2014,110.0
potatoeswithfrangu,Strategy,2017,104.0
xthunder8irdx,Adventure,2017,6.0
Giggity420,RPG,2014,2386.0
76561198067156318,Indie,2014,23.0
dicksoutforboromir,Action,2013,13125.0
76561198042591412,Casual,2016,247.0
76561198073184460,Early Access,2013,8921.0
ashxasiimov,Early Access,2015,50.0
76561198018916953,Massively Multiplayer,2015,26.0
lberetta,Strategy,2015,260.0
76561198041646961,RPG,2012,15066.0
MegamanFury,Free to Play,2014,5146.0
RuffValruff,Adventure,2010,10.0
blaKcat,Free to Play,2014,224.0
76561198012455565,Simulation,2015,209.0
Stringers,Free to Play,2015,1381.0
soo_nahh,Indie,2016,1200.0
drkritisch,Indie,2016,819.0
EpsiloN22,Casual,2014,1657.0
Heat_Wave,Indie,2016,891.0
76561198086052936,RPG,2013,2087.0
76561198096500231,RPG,2014,1890.0
76561198067850324,Sports,2016,413.0
WaffyButt,Massively Multiplayer,2015,1.0
basten004,Indie,1997,30.0
aceofspadesfg,Strategy,2011,547.0
pancake01,Sports,2013,132.0
76561197985191301,Simulation,2014,594.0
76561198086263948,Action,2011,2605.0
caiowulf,Action,2004,113.0
76561198019596100,Casual,2012,360.0
hmphhh,Action,2004,7067.0
4456829,Action,2010,207.0
BlacKFuZion,Free to Play,2015,896.0
76561198185415538,Casual,2015,3.0
jose4654,Adventure,2014,11.0
76561198081247765,Adventure,2015,5.0
76561198001398677,Free to Play,2017,607.0
Malleeable,Action,2009,8281.0
AUSSAYE,Racing,2008,6.0
Shadowman2309,Simulation,2014,41.0
eamonflame,Casual,2016,1121.0
76561198056013180,Strategy,2014,23.0
xxmaster01,Strategy,2013,614.0
76561198064990411,Simulation,2012,959.0
futhorc,RPG,2008,137.0
76561198070736657,Indie,2013,3564.0
Noxinator,Massively Multiplayer,2017,2292.0
crazykarma89,Free to Play,2014,569.0
76561198069566821,Action,2011,650.0
xtimmytime69,Racing,2014,2903.0
76561198095402254,Racing,2013,637.0
76561198081196810,Indie,2016,579.0
ArendThomas,Sports,2014,82.0
hfoxy,Simulation,2003,2464.0
76561198036349629,Simulation,2006,291.0
fuckofplease,Early Access,2014,544.0
j-hizzy,Adventure,2015,1135.0
76561198095251641,Action,2004,874.0
76561198082590747,RPG,2006,99.0
finagn,Adventure,2013,14060.0
simi_,Free to Play,2012,2237.0
The_8Bit_Ninja,Free to Play,2017,5.0
76561198060406119,Casual,2015,756.0
soullessj,Action,2009,1236.0
76561198012162222,Action,2015,1156.0
TheOneTurino,RPG,2012,3436.0
TheyCallMeDaRrk,Indie,2012,2902.0
XxXGameSta101XxX,Simulation,2006,18148.0
76561198001725746,Sports,2014,219.0
76561198061803718,Casual,2015,42712.0
76561198064747919,Free to Play,2012,731.0
pornhubdotcomdotdotdot,Action,2015,281.0
FullMetalSans,Indie,2011,22089.0
76561198025915551,Simulation,2014,244.0
Ollynomnom,Adventure,2013,966.0
76561198030255504,Sports,2015,508.0
76561198009043226,Massively Multiplayer,2012,13.0
76561198120526129,Action,1999,165.0
Type-kyun,Free to Play,2017,1288.0
2d4nk4m3,Massively Multiplayer,2012,8751.0
LaughingRobot,Strategy,2001,12.0
76561198061904610,Adventure,2012,53.0
76561198000983721,Strategy,2003,37.0
76561198054131489,Strategy,2011,327.0
76561198033140371,Action,2013,950.0
76561198046191820,Simulation,2008,351.0
nbgmeta,Indie,2008,12.0
DarkestYT,Casual,2016,846.0
76561197991155072,RPG,2017,541.0
LuckUnbeatable,Free to Play,2017,729.0
76561198064142736,Free to Play,2014,214.0
quickdix,Action,2013,3981.0
Yomani,Strategy,2008,636.0
